Juan-Pablo Montero,Instituto de EconomíaFacultad de Ciencia Económicas y AdministrativasPontificia Universidad Católica de Chile,,Using output-based allocations to manage volatility and leakage in pollution markets,The effect of transport policies on car use: A bundling model with applications,Cartel Sales Dynamics when Monitoring for Compliance is More Frequent than Punishment for Non-Compliance,Market Power in Pollution Permit Markets,Forward trading in exhaustible-resource oligopoly,Market Power in an Exhaustible Resource Market: The Case of Storable Pollution Permits,A Simple Auction Mechanism for the Optimal Allocation of the Commons,The Efficiency and Robustness of Allowance Banking in the U.S. Acid Rain Program,Forward trading and collusion in oligopoly,Pollution Markets with Imperfectly Observed Emissions
Eric Zivot,Department of EconomicsUniversity of Washington,,Markov Regime Switching and Unit-Root Tests,Why Are the Beveridge-Nelson and Unobserved-Components Decompositions of GDP So Different?,Bayesian and classical approaches to instrumental variable regression,Valid Confidence Intervals and Inference in the Presence of Weak Instruments,"Further Evidence on the Great Crash, the Oil-Price Shock, and the Unit-Root Hypothesis",,,,,
Dennis Tao Yang,Darden School of BusinessUniversity of Virginia,,Expanding export variety: The role of institutional reforms in developing countries,Changes In China'S Wage Structure,Aggregate Savings and External Imbalances in China,"Population policies, demographic structural changes, and the Chinese household saving puzzle",Labor market developments in China: A neoclassical view,Rising Wages: Has China Lost Its Global Labor Advantage?,Why Are Saving Rates So High in China?,Modernization of agriculture and long-term growth,Agriculture and aggregate productivity: A quantitative cross-country analysis,Education and allocative efficiency: household income growth during rural reforms in China
Graham Bird,Department of EconomicsSchool of Politics and EconomicsClaremont Graduate University,School of EconomicsUniversity of Surrey,Transitions in exchange rate regimes in the aftermath of the global economic crisis,Is there a Beijing Consensus on International Macroeconomic Policy?,Once Bitten: The Effect of IMF Programs on Subsequent Reserve Behavior,Foreign exchange pressures in Latin America: does debt matter?,"Revisiting Mrs. Machlup's wardrobe: the accumulation of international reserves, 1992-2001",Foreign exchange markets in South-East Asia 1990-2004: An empirical analysis of spillovers during crisis and non-crisis periods,The IMF's role in mobilizing private capital flows: are there grounds for catalytic conversion?,The implementation of IMF programs: A conceptual framework,The IMF and the mobilisation of foreign aid,Over‐optimism and the IMF
Michael Sattinger,Department of EconomicsState University of New York-Albany (SUNY),,Nash bargaining and the wage consequences of educational mismatches,The Markov consumption problem,Overlapping labour markets,"Choice, Order Statistics and the Distribution of Earnings",General Equilibrium Effects of Unemployment Compensation with Labor Force Participation,Statistical Discrimination with Employment Criteria,,,,
Trudy Ann Cameron,Department of EconomicsUniversity of Oregon,,Willingness to pay for public health policies to treat illnesses,Directional heterogeneity in distance profiles in hedonic property value models,Individual option prices for climate change mitigation,Updating Subjective Risks in the Presence of Conflicting Information: An Application to Climate Change,Respondent Experience and Contingent Valuation of Environmental Goods,Estimation Using Contingent Valuation Data from a Dichotomous Choice with Follow-Up Questionnaire,"Efficient Estimation Methods for ""Closed-ended' Contingent Valuation Surveys",The impact of grouping coarseness in alternative grouped-data regression models,Permanent and transitory income in models of housing demand,
Peng Zhou,College of Economics and ManagementNanjing University of Aeroneautics and Astronautics,,,,,,,,,,,
Fabrizio Coricelli,Paris School of Economics,,Institutional integration and economic growth in Europe,"EU Membership, Mrs Thatcher’s Reforms and Britain’s Economic Decline",Interenterprise Credit and Adjustment during Financial Crises: The Role of Firm Size,The Credit-Output Relationship During the Recovery from Recession,Jobless Recoveries during Financial Crises: Is Inflation the Way Out?,When does leverage hurt productivity growth? A firm-level analysis,Financial liberalization and reversals: political and economic determinants,Growth and Crisis in Transition: A Comparative Perspective,Price setting and market structure: an empirical analysis of micro data in Slovakia,Non-linear growth effects of financial development: Does financial integration matter?
Neng Wang,Finance and Economics DepartmentGraduate School of BusinessColumbia University,National Bureau of Economic Research (NBER),"Investment, Tobin’s q, and interest rates",Valuing Private Equity,A unified model of entrepreneurship dynamics,"Market timing, investment, and risk management","A Unified Theory of Tobin's q, Corporate Investment, Financing, and Risk Management",Entrepreneurial Finance and Nondiversifiable Risk,The Economic and Policy Consequences of Catastrophes,Dynamic Agency and the q Theory of Investment,"Risk, uncertainty, and option exercise",Investment under uncertainty and time-inconsistent preferences
James Feyrer,Economics DepartmentDartmouth College,,Geographic Dispersion of Economic Shocks: Evidence from the Fracking Revolution,The Cognitive Effects of Micronutrient Deficiency: Evidence from Salt Iodization in the United States,Global Savings and Global Investment: The Transmission of Identified Fiscal Shocks,"The US productivity slowdown, the baby boom, and management quality",Trade and Income—Exploiting Time Series in Geography,Will the Stork Return to Europe and Japan? Understanding Fertility within Developed Nations,Colonialism and Modern Income: Islands as Natural Experiments,The Marginal Product of Capital,,
Marno Verbeek,Department of FinanceRotterdam School of Management (RSM Erasmus University)Erasmus Universiteit Rotterdam,,Forecast accuracy and economic gains from Bayesian model averaging using time-varying weights,Selecting copulas for risk management,Evaluating portfolio Value-at-Risk using semi-parametric GARCH models,"Fund Liquidation, Self-selection, and Look-ahead Bias in the Hedge Fund Industry",Do countries or industries explain momentum in Europe?,Estimating dynamic models from repeated cross-sections,"Survival, Look-Ahead Bias, and Persistence in Hedge Fund Performance",Eliminating look-ahead bias in evaluating persistence in mutual fund performance,The Economic Value of Predicting Stock Index Returns and Volatility,Two-step estimation of panel data models with censored endogenous variables and selection bias
Michael McKee,Department of EconomicsAppalachian State University,,Honesty or dishonesty of taxpayer communications in an enforcement regime,On The External Validity Of Laboratory Tax Compliance Experiments,"When You Know Your Neighbour Pays Taxes: Information, Peer Effects and Tax Compliance",Taxpayer information assistance services and tax compliance behavior,Inducing private wildfire risk mitigation: Experimental investigation of measures on adjacent public lands,Hand in the Cookie Jar: An Experimental Investigation of Equity-Based Compensation and Managerial Fraud,Voluntary provision of public goods : The multiple unit case,,,
Lata Gangadharan,Department of EconomicsMonash Business SchoolMonash University,,Introduction to the special issue in honor of Professor Charles R. Plott,"Taxation, redistribution, and observability in social dilemmas",Normative conflict and the limits of self-governance in heterogeneous populations,Behavioral Insights from Field Experiments in Environmental Economics,Choosing to be trained: Do behavioral traits matter?,"Selection, tournaments, and dishonesty",Repayment and exclusion in a microfinance experiment,Letting the briber go free: An experiment on mitigating harassment bribes,Do Security-Differentiated Water Rights Improve the Performance of Water Markets?,Designing self-reporting regimes to encourage truth telling: An experimental study
Noah Williams,Economics DepartmentUniversity of Wisconsin-Madison,,Persistent Private Information,Optimal Monetary Policy under Uncertainty in DSGE Models: A Markov Jump-Linear-Quadratic Approach,The Conquest of South American Inflation,Monetary Policy Under Uncertainty in Micro-Founded Macroeconometric Models,Generalized Stochastic Gradient Learning,Shocks and Government Beliefs: The Rise and Fall of American Inflation,Small noise asymptotics for a stochastic growth model,Modeling Model Uncertainty,Impacts of Priors on Convergence and Escapes from Nash Inflation,
David T. Robinson,Finance AreaFuqua School of BusinessDuke University,National Bureau of Economic Research (NBER),What is the Business of Business?,When Is Social Responsibility Socially Desirable?,"Do Private Equity Fund Managers Earn Their Fees? Compensation, Ownership, and Cash Flow Performance",What Does Financial Literacy Training Teach Us?,The Capital Structure Decisions of New Firms,Fear and loathing in Las Vegas: Evidence from blackjack tables,Optimism and economic choice,What is the Price of Hubris? Using Takeover Battles to Infer Overpayments and Synergies,,
"Melvin Stephens, Jr.",Economics DepartmentUniversity of Michigan,,Estimating the Impacts of Program Benefits: Using Instrumental Variables with Underreported and Imputed Data,Compulsory Education and the Benefits of Schooling,The effect of a hospital nurse staffing mandate on patient health outcomes: Evidence from California's minimum staffing regulation,"Employment, Wages, and Voter Turnout",The Consumption Response to Seasonal Income: Evidence from Japanese Public Pension Benefits,Is There a Retirement-Consumption Puzzle? Evidence Using Subjective Retirement Expectations,The Consumption Response to Predictable Changes in Discretionary Income: Evidence from the Repayment of Vehicle Loans,"Job Loss Expectations, Realizations, and Household Consumption Behavior","""3rd of tha Month"": Do Social Security Recipients Smooth Consumption Between Checks?",Abortion Legalization and Adolescent Substance Use
Mark J. Holmes,Department of EconomicsWaikato Management SchoolUniversity of Waikato,,Property heterogeneity and convergence club formation among local house prices,"Two countries, sixteen cities, five thousand kilometres: How many housing markets?",Climbing the property ladder: An analysis of market integration in London property prices,The effect of female and male health on economic growth: cross-country evidence within a production function framework,Interest rate pass through and asymmetries in retail deposit and lending rates: An analysis using data from Colombian banks,A Pair-wise Analysis of Intra-city Price Convergence Within the Paris Housing Market,The expectations hypothesis and decoupling of short- and long-term US interest rates: A pairwise approach,Do Remittances Facilitate a Sustainable Current Account?,A Note On The Extent Of U.S. Regional Income Convergence,Modelling the behaviour of unemployment rates in the US over time and across space
Eve Caroli,Laboratoire d'Économie de Dauphine (LEDa)Université Paris-Dauphine (Paris IX),Institute of Labor Economics (IZA),Stealing to Survive? Crime and Income Shocks in Nineteenth Century France,Health Capacity to Work at Older Ages in France,Self-reported health and gender: The role of social norms,Does job insecurity deteriorate health?,Is Work bad for Health ? The Role of Constraint Versus Choice,Not in My Community: Social Pressure and the Geography of Dismissals,Working in Family Firms: Paid Less but More Secure? Evidence from French Matched Employer-Employee Data,Information and communication technologies and skill upgrading: the role of internal vs external labour markets,"Age-biased Technical and Organizational Change, Training and Employment Prospects of Older Workers",Delivering Flexibility: Contrasting Patterns in the French and the UK Food Processing Industry
Alberto Zazzaro,Centro Studi di Economia e Finanza (CSEF),"Dipartimento di Scienze Economiche e StatisticheUniversità degli Studi di Napoli - ""Federico II""",The rise and fall of family firms in the process of development,Risk and competitiveness in the Italian banking sector,Relational capital in lending relationships: evidence from European family firms,Financial dependence and growth: The role of input-output linkages,Public R&amp;D subsidies: collaborative versus individual place-based programs for SMEs,The Impact of Natural Disasters on Remittances to Low- and Middle-Income Countries,House prices and immovable property tax: Evidence from OECD countries,"Banks, Regions and Development After the Crisis and Under the New Regulatory System",The geographical network of bank organizations: issues and evidence for Italy,State dependence in access to credit
d'Artis Kancs,Joint Research CentreEuropean Commission,LICOS Centre for Institutions and Economic PerformanceFaculteit Economie en BedrijfswetenschappenKU Leuven,Social Mobility Barriers for Roma: Discrimination and Informal Institutions,Virtual relationships: Short- and long-run evidence from BitCoin and altcoin markets,Marginalisation of Roma: Root Causes and Possible Policy Actions,"Long‐term social, economic and fiscal effects of immigration into the EU: The role of the integration policy",The Impact of the 2013 CAP Reform on the Decoupled Paymentsâ€™ Capitalisation into Land Values,Assessing policy options for the EU Cohesion Policy 2014-2020,The digital agenda of virtual currencies: Can BitCoin become a global currency?,From a rise in B to a fall in C? SVAR analysis of environmental impact of biofuels,The Impact of the 2013 Reform of the Common Agricultural Policy on Land Capitalization in the European Union,"Modeling agglomeration and dispersion in space: The role of labor migration, capital mobility and vertical linkages"
Gerhard Sorger,Institut für VolkswirtschaftslehreFakultät für WirtschaftswissenschaftenUniversität Wien,,Periodic solutions of the one-sector growth model: The role of income effects,Delegating climate policy to a supranational authority: a theoretical assessment,Harvesting the Commons,Cycles and chaos in the one-sector growth model with elastic labor supply,Noncooperative Resource Exploitation by Patient Players,On Ramseyʼs conjecture,Migration and dynamics: How a leakage of human capital lubricates the engine of economic growth,Income redistribution going awry: The reversal power of the concern for relative deprivation,"Public debt, discretionary policy, and inflation persistence",Central Bank Independence And The Monetary Instrument Problem
Paul Davidson,,,,,,,,,,,,
Peter K. Clark,Graduate School of ManagementUniversity of California-Davis,,,,,,,,,,,
Karthik Muralidharan,Department of EconomicsUniversity of California-San Diego (UCSD),,Experimentation at Scale,Double for Nothing? Experimental Evidence on an Unconditional Teacher Salary Increase in Indonesia,Disrupting Education? Experimental Evidence on Technology-Aided Instruction in India,Quality and Accountability in Health Care Delivery: Audit-Study Evidence from Primary Care in India,The fiscal cost of weak governance: Evidence from teacher absence in India,Building State Capacity: Evidence from Biometric Smartcards in India,Cycling to School: Increasing Secondary School Enrollment for Girls in India,Bridging Education Gender Gaps in Developing Countries: The Role of Female Teachers,"School Inputs, Household Substitution, and Test Scores",Teacher Performance Pay: Experimental Evidence from India
Jeffrey B. Nugent,Department of EconomicsUniversity of Southern California,,Detecting Corruption And Evaluating Programs To Control It: Some Lessons For Mena,Foreign Expansion by Italian Manufacturing Firms in the Nineties: an Ordered Probit Analysis,Who is afraid of political instability?,Fence Laws vs. Herd Laws: A Nineteenth-Century Kansas Paradox,"Aid, Nontraded Goods, and the Transfer Paradox in Small Countries",The local variability of rainfall and tribal institutions: the case of Sudan,What explains the trend reversal in the size distribution of Korean manufacturing establishments?,"Between state, markets and households: A neoinstitutional analysis of local organizations and institutions","Tribes, Chiefs, and Transhumance: A Comparative Institutional Analysis",
Gary Fields,"Department of Economics
Cornell University","School of Industrial &amp; Labor Relations
Cornell University",Labor Retrenchment Laws And Their Effect On Wages And Employment: A Theoretical Investigation,The effects of social security reforms on retirement ages and retirement incomes,The Economics of Retirement Behavior,Rewards for Continued Work: The Economic Incentives for Postponing Retirement,Economic Determinants of the Optimal Retirement Age: An Empirical Investigation,,,,,
David A. Bessler,Department of Agricultural EconomicsTexas A&amp;M University,,The transmission of liquidity shocks via China's segmented money market: Evidence from recent market events,The Ramifications of Nearly Going Dark: A Natural Experiment in the Case of U.S. Generic Orange Juice Advertising,Food environment in the United States as a complex economic system,On Forecasting Conflict in the Sudan: 2009–2012,Analysis Of Supply Response And Price Risk On Rice Production In Nigeria,The Impacts of Foot and Mouth Disease Outbreaks on the Brazilian Meat Market,The impacts of animal disease crises on the Korean meat market,Disproving Causal Relationships Using Observational Data,Causality in futures markets,Causality and Price Discovery: An Application of Directed Acyclic Graphs
Simon C. Parker,Ivey School of BusinessUniversity of Western Ontario,,Financing Entrepreneurship and the Old-Boy Network,"Risk, balanced skills and entrepreneurship",Josh Lerner: recipient of the 2010 Global Award for Entrepreneurship Research,"The dynamics of entrepreneurship: hysteresis, business cycles and government policy",Intrapreneurship or entrepreneurship?,Entrepreneurship among married couples in the United States: A simultaneous probit approach,Wage Uncertainty and the Labour Supply of Self-Employed Workers,The Economics of Entrepreneurship: What We Know and What We Don't,Opening a can of worms: the pitfalls of time-series regression analyses of income inequality,The optimal linear taxation of employment and self-employment incomes
Yoto V. Yotov,School of EconomicsLeBow College of BusinessDrexel University,CESifo,Estimating Bulgaria’S Trade Borders With The Eu An Application Of The Empirical Gravity Model Of Trade,"Gravity, distance, and international trade",On the widely differing effects of free trade agreements: Lessons from twenty years of trade integration,"Distance, globalization, and international trade","Dark costs, missing data: Shedding some light on services trade",Firm heterogeneity and trade-induced layoffs: An empirical investigation,"Economic integration agreements, border effects, and distance elasticities in the gravity equation",A simple solution to the distance puzzle in international trade,"Terms of trade and global efficiency effects of free trade agreements, 1990–2002",The Changing Incidence of Geography
Andreas Haufler,Volkswirtschaftliche FakultätLudwig-Maximilians-Universität München,CESifo,Bonus taxes and international competition for bank managers,Cross-border loss offset can fuel tax competition,Reforming an asymmetric union: On the virtues of dual tier capital taxation,Should tax policy favor high- or low-productivity firms?,Economic integration and the optimal corporate tax structure with heterogeneous firms,Merger policy and tax competition: the role of foreign firm ownership,Entrepreneurial innovations and taxation,Competition for firms in an oligopolistic industry: The impact of economic integration,Tax Competition In A Simple Model With Heterogeneous Firms: How Larger Markets Reduce Profit Taxes,Wer trägt bei der Jahrestagung des Vereins für Socialpolitik vor? Eine empirische Analyse
Ananth Seshadri,Economics DepartmentUniversity of Wisconsin-Madison,,A New Test of Borrowing Constraints for Education,Human Capital and the Wealth of Nations,Technological Progress and Economic Transformation,"Are Americans Saving ""Optimally"" for Retirement?",Frictionless Technology Diffusion: The Case of Tractors,Engines of Liberation,The U.S. Demographic Transition,The Baby Boom and Baby Bust,Efficient Investment in Children,Is assortative matching efficient?
Vincenzo Galasso,Centre for Economic Policy Research (CEPR),Innocenzo Gasparini Institute for Economic Research (IGIER)Università Commerciale Luigi Bocconi,The Economic Effects of Electoral Rules: Evidence from Unemployment Benefits,Information and Women’s Intentions: Experimental Evidence About Child Care,Political selection under alternative electoral rules,So closed: Political selection in proportional systems,Combining the Entry of Young People in the Labour Market with the Retention of Older Workers,How to combine the entry of young people in the labour market with the retention of older workers?,Which reforms for a fair and sustainable pension system?,When the State Mirrors the Family: The Design of Pension Systems,The role of political partisanship during economic crises,Competing on Good Politicians
Maarten Lindeboom,Afdeling EconomieSchool of Business and EconomicsVrije Universiteit Amsterdam,Tinbergen Instituut,Mortality and the business cycle: Evidence from individual and aggregated data,Does the Size of the Effect of Adverse Events at High Ages on Daily‐Life Physical Functioning Depend on the Economic Conditions Around Birth?,The impact of early-life economic conditionson cause-specific mortality during adulthood,Long-run effects of gestation during the Dutch Hunger Winter famine on labor market and hospitalization outcomes,The Role of Early-Life Conditions in the Cognitive Decline due to Adverse Events Later in Life,Education‐related inequity in healthcare with heterogeneous reporting of health,Shattered Dreams: The Effects of Changing the Pension System Late in the Game,Slipping Anchor?: Testing the Vignettes Approach to Identification and Correction of Reporting Heterogeneity,A dynamic analysis of the demand for health insurance and health care,An empirical assessment of assortative matching in the labor market
George L. Perry,Brookings Institution,,,,,,,,,,,
Michael Storper,Institut d'Etudes Politiques de Paris.Sciences Po,University of California Los Angeles - School of Public Affairs,The territorial dynamics of innovation in China and India,Why do regions develop and change? The challenge for geography and economics,"Cohesion Policy in the European Union: Growth, Geography, Institutions",The territorial dynamics of innovation: a Europe-United States comparative analysis,"Régions, mondialisation et développement",Better Rules or Stronger Communities? On the Social Foundations of Institutional Change and Its Economic Effects,Agglomeration and growth: a dialogue between economists and geographers,Rising trade costs? Agglomeration and trade with endogenous transaction costs,Buzz: face-to-face contact and the urban economy,The Economic Geography of the Internet Age
Luca Gambetti,Departament d'Economia i Història EconòmicaUniversitat Autònoma de BarcelonaBarcelona Graduate School of Economics (Barcelona GSE),,Business Cycle Fluctuations and the Distribution of Consumption,Government spending shocks in open economy VARs,Evolving Wage Cyclicality in Latin America,The Effects of Monetary Policy on Stock Market Bubbles: Some Evidence,Noise Bubbles,Noisy News in Business Cycles,Loan Supply Shocks and the Business Cycle,Sufficient information in structural VARs,No News in Business Cycles,Macroeconomic forecasting and structural change
Ulrich Schmidt,Institut für VolkswirtschaftslehreChristian-Albrechts-Universität Kiel,Institut für Weltwirtschaft (IfW),Do demographics prevent consumption aggregates from reflecting micro-level preferences?,"Inequity aversion, welfare measurement and the Gini index","Allais for the poor: Relations to ability, information processing, and risk attitudes",Exploring public perception of environmental technology over time,Alternative Payoff Mechanisms for Choice under Risk,"Reconsidering the common ratio effect: the roles of compound independence, reduction, and coalescing",Insurance Demand Under Prospect Theory: A Graphical Analysis,Regulierung des Glücksspiels in Deutschland: Das Glücksspielgesetz Schleswig-Holsteins und der Glücksspieländerungsstaatsvertrag aus ökonomischer Perspektive,A genuine foundation for prospect theory,The Importance of Time‐Series Extrapolation for Macroeconomic Expectations
Luiz de Mello,Economics DepartmentOrganisation de Coopération et de Développement Économiques (OCDE),,Cross‐country evidence on the determinants of inclusive growth episodes,Greying the Budget: Ageing and Preferences over Public Policies,"Au-delà du PIB, en-deçà du PIB. Mesurer le bien-être territorial dans l’OCDE",Salaried employment and earnings in Indonesia: new evidence on the selection bias,Local government cooperation for joint provision: the experiences of Brazil and Spain with inter-municipal consortia,How Does Decentralized Minimum Wage Setting Affect Employment And Informality? The Case Of Indonesia,Are Global Imbalances Sustainable? Post Crisis Scenarios,Does fiscal decentralisation strengthen social capital? Cross-country evidence and the experiences of Brazil and Indonesia,Are Global Imbalances Sustainable? Shedding Further Light on the Causes of Current Account Reversals,The bank lending channel of monetary transmission in Brazil: A VECM approach
Joao Tovar Jalles,Unidade de Estudos sobre Complexidade e Economia (UECE)Research in Economics and Mathematics (REM)Instituto Superior de Economia e Gestão (ISEG)Universidade de Lisboa,Centro Globalização e Governação (CGG)School of Business and EconomicsUniversidade Nova de Lisboa,Crises and emissions: New empirical evidence from a large sample,Cross‐country evidence on the determinants of inclusive growth episodes,Decomposing and Analysing the Determinants of Current Accounts’ Cyclicality: Evidence from the Euro Area,The long-run decoupling of emissions and output: Evidence from the largest emitters,Decoupling of emissions and GDP: Evidence from aggregate and provincial Chinese data,How well do economists forecast recessions?,Assessing the sustainability of external imbalances in the European Union,How Buoyant Is the Tax System? New Evidence from a Large Heterogeneous Panel,Quantitative easing and sovereign yield spreads: Euro-area time-varying evidence,Shifting the Beveridge curve: What affects labour market matching?
Leonardo Bursztyn,Department of EconomicsUniversity of Chicago,,'Acting Wife': Marriage Market Incentives and Labor Market Investments,"Social Image and Economic Behavior in the Field: Identifying, Understanding, and Shaping Social Pressure",Status Goods: Experimental Evidence from Platinum Credit Cards,Moral Incentives in Credit Card Debt Repayment: Evidence from a Field Experiment,How Does Peer Pressure Affect Educational Investments?,Understanding Mechanisms Underlying Peer Effects: Evidence From a Field Experiment on Financial Decisions,Tear in the Iron Curtain: The Impact of Western Television on Consumption Behavior,The Environment and Directed Technical Change,,
Ruediger Bachmann,Department of EconomicsUniversity of Notre Dame,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,"Surprise, surprise – Measuring firm-level investment innovations",Firm optimism and pessimism,Inflation Expectations and Readiness to Spend: Cross-Sectional Evidence,"Lumpy Investment, Lumpy Inventories",Politico-Economic Inequality and the Comovement of Government Purchases,Investment Dispersion and the Business Cycle,Public consumption over the business cycle,Confidence and the transmission of government spending shocks,Politico-Economic Inequality and the Comovement of Government Purchases,Uncertainty and Economic Activity: Evidence from Business Survey Data
David Ribar,Melbourne Institute of Applied Economic and Social Research (MIAESR)Faculty of Business and EconomicsUniversity of Melbourne,Institute of Labor Economics (IZA),Not your lucky day: romantically and numerically special wedding date divorce risks,Child age and gender differences in food security in a low-income U.S. inner-city population,Food insecurity and homelessness in the Journeys Home survey,A Longitudinal Analysis Of Violence And Housing Insecurity,If at first you don't succeed: applying for and staying on the Supplemental Nutrition Assistance Program,Is Leaving Home a Hardship?,Immigrants’ time use: a survey of methods and evidence,Occupational Status and Health Transitions,Food Stamp Participation among Adult-Only Households,The effect of family structure on parents’ child care time in the United States and the United Kingdom
Guido Ascari,Department of EconomicsOxford University,Dipartimento di Scienze Economiche e AziendaliUniversità degli Studi di Pavia,High trend inflation and passive monetary detours,Determinacy analysis in high order dynamic systems: The case of nominal rigidities and limited asset market participation,On the welfare and cyclical implications of moderate trend inflation,The Macroeconomics of Trend Inflation,"Transparency, expectations anchoring and inflation target",Disinflation effects in a medium-scale New Keynesian model: Money supply rule versus interest rate rule,Fat-Tail Distributions And Business-Cycle Models,The effectiveness of government debt for demand management: Sensitivity to monetary policy rules,"Inflation Persistence, Price Indexation and Optimal Simple Interest Rate Rules",Disinflation in a DSGE perspective: Sacrifice ratio or welfare gain ratio?
Gerald Dwyer,John E. Walker Department of EconomicsCollege of Business and Behavioral ScienceClemson University,Centre for Applied Macroeconomic Analysis (CAMA)Crawford School of Public PolicyAustralian National University,Blockchain: a primer,Economic growth in the long run,Systematic and Liquidity Risk in Subprime-Mortgage Backed Securities,Expected Returns to Stock Investments by Angel Investors in Groups,The financial crisis of 2008 in fixed-income markets,Bank Relationships and Firms' Financial Performance: The Italian Experience,Inflation and monetary regimes,Returns To Investors In Stocks In New Industries,Why do banks promise to pay par on demand?,Does opening a stock exchange increase economic growth?
Wolf Wagner,Department of FinanceRotterdam School of Management (RSM Erasmus University)Erasmus Universiteit Rotterdam,Centre for Economic Policy Research (CEPR),Securitization and economic activity: The credit composition channel,Supranational Supervision: How Much and for Whom?,Capital gains taxation and the cost of capital: Evidence from unanticipated cross-border transfers of tax base,International Taxation and Cross-Border Banking,Efficiency of capital taxation in an open economy: tax competition versus tax exportation,Credit derivatives and loan pricing,Loan Market Competition and Bank Risk-Taking,International Risk Sharing and Government Moral Hazard,Diversification at financial institutions and systemic crises,
Matthew Jason Kotchen,National Bureau of Economic Research (NBER),"Yale University, School of Forestry and Environmental Studies",Maximizing the impact of climate finance: Funding projects or pilot projects?,Which Social Cost of Carbon? A Theoretical Perspective,Cofinancing in Environment and Development: Evidence from the Global Environment Facility,Testing motives for charitable giving: A revealed-preference methodology with experimental evidence,Spatial and temporal heterogeneity of marginal emissions: Implications for electric cars and other electricity-shifting policies,Corporate Social Responsibility for Irresponsibility,The behavioral response to voluntary provision of an environmental public good: Evidence from residential electricity demand,Are Building Codes Effective at Saving Energy? Evidence from Residential Billing Data in Florida,Climate Policy and Voluntary Initiatives: An Evaluation of the Connecticut Clean Energy Communities Program,Green clubs
Nicola Persico,"Department of Economics
New York University (NYU)","Collegio Carlo Alberto (Carlo Alberto College)
Università degli Studi di Torino (University of Turin)",A Search-Theoretic Model of the Retail Market for Illicit Drugs,Factions and Political Competition,"Passenger Profiling, Imperfect Screening, and Airport Security",The Effect of Adolescent Experience on Labor Market Outcomes: The Case of Height,Racial Bias in Motor Vehicle Searches: Theory and Evidence,Information Acquisition in Auctions,The Provision of Public Goods under Alternative Electoral Incentives,A Drawback Of Electoral Competition,,
Luca Guerrieri,Federal Reserve Board (Board of Governors of the Federal Reserve System),,Macroeconomic Effects of Banking-Sector Losses across Structural Models,Macroeconomic policy games,OccBin: A toolkit for solving dynamic models with occasionally binding constraints easily,Collateral constraints and macroeconomic asymmetries,"Banks, Sovereign Debt, and the International Transmission of Business Cycles",Monetary Policy Responses to Oil Price Fluctuations,Oil shocks and the zero bound on nominal interest rates,The effects of foreign shocks when interest rates are at zero,International Competition and Inflation: A New Keynesian Perspective,Optimal monetary policy with distinct core and headline inflation rates
Scott E. Carrell,Economics DepartmentUniversity of California-Davis,,The Long-Run Effects of Disruptive Peers,TAs like me: Racial interactions between graduate teaching assistants and undergraduates,Why Do College-Going Interventions Work?,Does drinking impair college performance? Evidence from a regression discontinuity approach,Is poor fitness contagious?,Sex and Science: How Professor Gender Perpetuates the Gender Gap,Externalities in the Classroom: How Children Exposed to Domestic Violence Affect Everyone's Kids,Does Your Cohort Matter? Measuring Peer Effects in College Achievement,Does Professor Quality Matter? Evidence from Random Assignment of Students to Professors,In Harm's Way? Payday Loan Access and Military Personnel Performance
David Blake,Faculty of FinanceCass Business SchoolCity University,,Longevity risk and capital markets: The 2015–16 update,Keeping Some Skin in the Game: How to Start a Capital Market in Longevity Risk Transfers,Longevity hedge effectiveness: a decomposition,Target-driven investing: Optimal investment strategies in defined contribution pension plans under loss aversion,A Gravity Model of Mortality Rates for Two Related Populations,Age-dependent investing: Optimal funding and investment strategies in defined contribution pension plans when members are rational life cycle financial planners,The Cost of Counterparty Risk and Collateralization in Longevity Swaps,Longevity Risk and Capital Markets: The 2010–2011 Update,Sharing Longevity Risk: Why Governments Should Issue Longevity Bonds,Decentralized Investment Management: Evidence from the Pension Fund Industry
Deon Filmer,Economics ResearchWorld Bank Group,,Preschool and Parental Response in a Second Best World: Evidence from a School Construction Experiment,Incentivizing Schooling for Learning: Evidence on the Impact of Alternative Targeting Approaches,Trends and Socioeconomic Gradients in Adult Mortality around the Developing World,Own and Sibling Effects of Conditional Cash Transfer Programs: Theory and Evidence from Cambodia: 1,Orphanhood and the Living Arrangements of Children in Sub-Saharan Africa,Assessing Asset Indices,Getting Girls into School: Evidence from a Scholarship Program in Cambodia,"If you build it, will they come? School availability and school enrolment in 21 poor countries",Does Indonesia Have A 'Low Pay' Civil Service?,
Juuso Välimäki,Taloustieteen LaitosKauppakorkeakouluAalto-yliopisto,,Dynamic Mechanism Design: An Introduction,The Dynamic Pivot Mechanism,Information Acquisition in Interdependent Value Actions,Dynamic price competition,Bad Reputation,Entry and Vertical Differentiation,Strategic Buyers and Privately Observed Prices,Experimentation in Markets,A Robust Folk Theorem for the Prisoner's Dilemma,Dynamic common agency
